,Unnamed: 0,Unnamed: 0.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month
10,10,10,ShaunWilde3,Shaun Wilde,1268092724,1136389899731513344,/ShaunWilde3/status/1136389899731513344,2019-06-05 21:50:39,1559771439,"It does rather knock the gloss off a ""charity"" when people are paid that much for working for it, particularly if that person's idea of improving matters is to arrange a meeting with Caroline Spelman.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It does rather knock the gloss off a ""charity"" when people are paid that much for working for it, particularly if that person's idea of improving matters is to arrange a meeting with <strong>Caroline Spelman</strong>.</p>",[],[],False,[],,1,0,0,False,True,1.1361740369359462e+18,"[{'screen_name': 'Harrys_Garage', 'user_id': '862022070397480960'}, {'screen_name': 'pollyn1', 'user_id': '249700670'}]",neither,06
11,11,11,deletedbyMPs,Tweets MPs Delete,1066949670,1136216203444326400,/deletedbyMPs/status/1136216203444326400,2019-06-05 10:20:27,1559730027,DT Dame Caroline Spelman MP: RT APCRG: Many congratulations to all at Ei Group plc in Meriden nominated by Dame Caroline Spelman MP as her Meriden Constituency Responsible BusÃ¢ÂÂ¦ http://pltwps.it/_QN26kEMÃÂ ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">DT Dame <strong>Caroline Spelman</strong> MP: RT APCRG: Many congratulations to all at Ei Group plc in Meriden nominated by Dame <strong>Caroline Spelman</strong> MP as her Meriden Constituency Responsible BusÃ¢ÂÂ¦ <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://pltwps.it/_QN26kEM"" dir=""ltr"" href=""https://t.co/CXLjboWw9q"" rel=""nofollow noopener"" target=""_blank"" title=""http://pltwps.it/_QN26kEM""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">pltwps.it/_QN26kEM</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span></span></a></p>",['http://pltwps.it/_QN26kEM'],[],False,[],,0,0,0,False,False,,[],neither,06
12,12,12,bigchill_LC,Big Chill LC,4237630037,1122088050908119040,/bigchill_LC/status/1122088050908119040,2019-04-27 10:40:13,1556361613,"Why is Rory Stewart the only new MP to be invited to Chequers? Does the fact that Grant Shapps has been a guest mean he's a hop tip for promotion? Why hasn't Caroline Spelman or Eric Pickles been hosted yet? - Gazette
#Cabal Ã¢ÂÂ¦@brexitparty_ukÃ¢ÂÂ© Ã¢ÂÂ¦https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.htmlÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why is Rory Stewart the only new MP to be invited to Chequers? Does the fact that Grant Shapps has been a guest mean he's a hop tip for promotion? Why hasn't <strong>Caroline Spelman</strong> or Eric Pickles been hosted yet? - Gazette
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cabal?src=hash""><s>#</s><b>Cabal</b></a> Ã¢ÂÂ¦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1094881364887986177"" dir=""ltr"" href=""/brexitparty_uk""><s>@</s><b>brexitparty_uk</b></a>Ã¢ÂÂ© Ã¢ÂÂ¦<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html"" dir=""ltr"" href=""https://t.co/ASj5MSdVS0"" rel=""nofollow noopener"" target=""_blank"" title=""https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">conservativehome.blogs.com/gazette/2011/0</span><span class=""invisible"">7/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html'],['Cabal'],False,[],,0,0,0,False,False,,[],neither,04
13,13,13,Q66Suzi,suzanne webb,1469672990,1121870157905838081,/Q66Suzi/status/1121870157905838081,2019-04-26 20:14:23,1556309663,"Really good evening with Luke, Caroline Spelman MP and @andy4wm supporting Gail Sleigh in Castle Bromwich tonight  @ConsHeartlandspic.twitter.com/mNxYsVBApP","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Really good evening with Luke, <strong>Caroline Spelman</strong> MP and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""771271201419386880"" dir=""ltr"" href=""/andy4wm""><s>@</s><b>andy4wm</b></a> supporting Gail Sleigh in Castle Bromwich tonight  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""939243145316925441"" dir=""ltr"" href=""/ConsHeartlands""><s>@</s><b>ConsHeartlands</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mNxYsVBApP"">pic.twitter.com/mNxYsVBApP</a></p>",[],[],True,['https://pbs.twimg.com/media/D5Gu9YEX4AAfnP3.jpg'],,20,4,3,True,False,,[],neither,04
14,14,14,john_carins,John Carins,839507779438198785,1121419741791444992,/john_carins/status/1121419741791444992,2019-04-25 14:24:36,1556202276,"The people who really annoy me are those who take honours and titles and then work against the country and its democracy: Sir John Major, (Knight of the Garter) Dame Caroline Spelman, Dame Margaret Beckett, Sir Oliver Letwin.... The ""Royals"" have little influence.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The people who really annoy me are those who take honours and titles and then work against the country and its democracy: Sir John Major, (Knight of the Garter) Dame <strong>Caroline Spelman</strong>, Dame Margaret Beckett, Sir Oliver Letwin.... The ""Royals"" have little influence.</p>",[],[],False,[],,3,1,0,False,True,1.1214140454987858e+18,"[{'screen_name': 'Lordbrexit', 'user_id': '2772695072'}]",neither,04
15,15,15,Welsh_Scarlet,Gruffydd ap Keith Ã¢ÂÂÃ¯Â¸Â Ã°ÂÂ¥Â¾,307917365,1120634996878921728,/Welsh_Scarlet/status/1120634996878921728,2019-04-23 10:26:18,1556015178,"Meriden
Voted to LEAVE by >>58.1%<<
Caroline Spelman MP (Conservative) defies her majority electorate and is a REMAINER
She voted to trigger Article 50.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Meriden
Voted to LEAVE by &gt;&gt;58.1%&lt;&lt;
<strong>Caroline Spelman</strong> MP (Conservative) defies her majority electorate and is a REMAINER
She voted to trigger Article 50.</p>",[],[],False,[],,3,1,0,False,True,1.1206314142303232e+18,"[{'screen_name': 'HouseofCommons', 'user_id': '950249762'}]",neither,04
16,16,16,lendley,Leee,61430222,1120412956418768897,/lendley/status/1120412956418768897,2019-04-22 19:43:59,1555962239,"Agreed, 40 odd years I've supported them, I'll never vote for them again, I'm desperate to vote out my treasonous MP Caroline Spelman.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Agreed, 40 odd years I've supported them, I'll never vote for them again, I'm desperate to vote out my treasonous MP <strong>Caroline Spelman</strong>.</p>",[],[],False,[],,3,0,0,False,True,1.1204032462904934e+18,"[{'screen_name': 'jongaunt', 'user_id': '187626904'}, {'screen_name': 'Conservatives', 'user_id': '14281853'}]",neither,04
17,17,17,bigchill_LC,Big Chill LC,4237630037,1122088050908119040,/bigchill_LC/status/1122088050908119040,2019-04-27 10:40:13,1556361613,"Why is Rory Stewart the only new MP to be invited to Chequers? Does the fact that Grant Shapps has been a guest mean he's a hop tip for promotion? Why hasn't Caroline Spelman or Eric Pickles been hosted yet? - Gazette
#Cabal Ã¢ÂÂ¦@brexitparty_ukÃ¢ÂÂ© Ã¢ÂÂ¦https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.htmlÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why is Rory Stewart the only new MP to be invited to Chequers? Does the fact that Grant Shapps has been a guest mean he's a hop tip for promotion? Why hasn't <strong>Caroline Spelman</strong> or Eric Pickles been hosted yet? - Gazette
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Cabal?src=hash""><s>#</s><b>Cabal</b></a> Ã¢ÂÂ¦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1094881364887986177"" dir=""ltr"" href=""/brexitparty_uk""><s>@</s><b>brexitparty_uk</b></a>Ã¢ÂÂ© Ã¢ÂÂ¦<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html"" dir=""ltr"" href=""https://t.co/ASj5MSdVS0"" rel=""nofollow noopener"" target=""_blank"" title=""https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">conservativehome.blogs.com/gazette/2011/0</span><span class=""invisible"">7/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://conservativehome.blogs.com/gazette/2011/07/why-is-rory-stewart-the-only-new-mp-to-be-invited-to-chequers-does-the-fact-that-grant-shapps-has-be.html'],['Cabal'],False,[],,0,0,0,False,False,,[],neither,04
18,18,18,Q66Suzi,suzanne webb,1469672990,1121870157905838081,/Q66Suzi/status/1121870157905838081,2019-04-26 20:14:23,1556309663,"Really good evening with Luke, Caroline Spelman MP and @andy4wm supporting Gail Sleigh in Castle Bromwich tonight  @ConsHeartlandspic.twitter.com/mNxYsVBApP","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Really good evening with Luke, <strong>Caroline Spelman</strong> MP and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""771271201419386880"" dir=""ltr"" href=""/andy4wm""><s>@</s><b>andy4wm</b></a> supporting Gail Sleigh in Castle Bromwich tonight  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""939243145316925441"" dir=""ltr"" href=""/ConsHeartlands""><s>@</s><b>ConsHeartlands</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mNxYsVBApP"">pic.twitter.com/mNxYsVBApP</a></p>",[],[],True,['https://pbs.twimg.com/media/D5Gu9YEX4AAfnP3.jpg'],,20,4,3,True,False,,[],neither,04
19,19,19,john_carins,John Carins,839507779438198785,1121419741791444992,/john_carins/status/1121419741791444992,2019-04-25 14:24:36,1556202276,"The people who really annoy me are those who take honours and titles and then work against the country and its democracy: Sir John Major, (Knight of the Garter) Dame Caroline Spelman, Dame Margaret Beckett, Sir Oliver Letwin.... The ""Royals"" have little influence.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The people who really annoy me are those who take honours and titles and then work against the country and its democracy: Sir John Major, (Knight of the Garter) Dame <strong>Caroline Spelman</strong>, Dame Margaret Beckett, Sir Oliver Letwin.... The ""Royals"" have little influence.</p>",[],[],False,[],,3,1,0,False,True,1.1214140454987858e+18,"[{'screen_name': 'Lordbrexit', 'user_id': '2772695072'}]",neither,04
20,20,20,Welsh_Scarlet,Gruffydd ap Keith Ã¢ÂÂÃ¯Â¸Â Ã°ÂÂ¥Â¾,307917365,1120634996878921728,/Welsh_Scarlet/status/1120634996878921728,2019-04-23 10:26:18,1556015178,"Meriden
Voted to LEAVE by >>58.1%<<
Caroline Spelman MP (Conservative) defies her majority electorate and is a REMAINER
She voted to trigger Article 50.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Meriden
Voted to LEAVE by &gt;&gt;58.1%&lt;&lt;
<strong>Caroline Spelman</strong> MP (Conservative) defies her majority electorate and is a REMAINER
She voted to trigger Article 50.</p>",[],[],False,[],,3,1,0,False,True,1.1206314142303232e+18,"[{'screen_name': 'HouseofCommons', 'user_id': '950249762'}]",neither,04
21,21,21,lendley,Leee,61430222,1120412956418768897,/lendley/status/1120412956418768897,2019-04-22 19:43:59,1555962239,"Agreed, 40 odd years I've supported them, I'll never vote for them again, I'm desperate to vote out my treasonous MP Caroline Spelman.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Agreed, 40 odd years I've supported them, I'll never vote for them again, I'm desperate to vote out my treasonous MP <strong>Caroline Spelman</strong>.</p>",[],[],False,[],,3,0,0,False,True,1.1204032462904934e+18,"[{'screen_name': 'jongaunt', 'user_id': '187626904'}, {'screen_name': 'Conservatives', 'user_id': '14281853'}]",neither,04
22,22,22,ZoeHollands,Zoe Hollands,4615481903,1135282106718969858,/ZoeHollands/status/1135282106718969858,2019-06-02 20:28:41,1559507321,I've heard that as well. I've also heard that Caroline Spelman has a bit of bother with her local Con Association. I dread to think who will replace her. I think that we need to start looking at forming an anti Brexit Party/Tory alliances.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I've heard that as well. I've also heard that <strong>Caroline Spelman</strong> has a bit of bother with her local Con Association. I dread to think who will replace her. I think that we need to start looking at forming an anti Brexit Party/Tory alliances.</p>",[],[],False,[],,1,0,0,False,True,1.1349249160951684e+18,"[{'screen_name': 'MarkwGp', 'user_id': '1115754563749867521'}, {'screen_name': 'DanielJHannan', 'user_id': '85794542'}]",offensive_language,06
23,23,23,petercjwill,Peter Williams,279904673,1135217852485636106,/petercjwill/status/1135217852485636106,2019-06-02 16:13:22,1559492002,All the Tory MPs who voted to rule out no deal have the partyÃ¢ÂÂs blood on their hands. It was a catastrophic moment for the party. I am surprised that not more blame has been given to Caroline Spelman in particular.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">All the Tory MPs who voted to rule out no deal have the partyÃ¢ÂÂs blood on their hands. It was a catastrophic moment for the party. I am surprised that not more blame has been given to <strong>Caroline Spelman</strong> in particular.</p>",[],[],False,[],,7,0,1,True,True,1.1350689341331702e+18,"[{'screen_name': 'montie', 'user_id': '16139649'}, {'screen_name': 'JuliaHB1', 'user_id': '459390022'}]",neither,06
24,24,24,clarescastle,clarescastle,1015356829373788169,1135082892625940480,/clarescastle/status/1135082892625940480,2019-06-02 07:17:05,1559459825,"With not a single Leave MP supporter plus kiss of death backing from Lady Caroline Spelman-Amendment, does Matt Hancock really imagine the Tory membership will vote for him?

Very clean kitchen for a sunday morning btw #respect","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">With not a single Leave MP supporter plus kiss of death backing from Lady <strong>Caroline Spelman</strong>-Amendment, does Matt Hancock really imagine the Tory membership will vote for him?

Very clean kitchen for a sunday morning btw <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/respect?src=hash""><s>#</s><b>respect</b></a></p>",[],['respect'],False,[],,0,0,1,True,True,1.1350798004507566e+18,"[{'screen_name': 'GuidoFawkes', 'user_id': '465973'}]",neither,06
