,Unnamed: 0,Unnamed: 0.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month
0,621,621,CluelessTories,Citizen Smith - #FBPE5000#RevokeArticle50,44657626,1142693298274017281,/CluelessTories/status/1142693298274017281,2019-06-23 07:18:07,1561274287,"Dominic Grieve pre this post-truth era would have made an excellent Tory PM. Sadly we have descended into the political abyss where values have no equity,  turbo-charged incompetent lying machines have taken over and a version of Grayling on speed and steroids could soon be PM.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Dominic Grieve</strong> pre this post-truth era would have made an excellent Tory PM. Sadly we have descended into the political abyss where values have no equity,  turbo-charged incompetent lying machines have taken over and a version of Grayling on speed and steroids could soon be PM.</p>",[],[],False,[],,11,0,0,False,True,1.1426796175112847e+18,"[{'screen_name': 'JohnJCrace', 'user_id': '43077278'}]",neither,06
1,4385,4385,goodnitebob,goodnitebob,1064586673722454017,1162654770617868288,/goodnitebob/status/1162654770617868288,2019-08-17 09:17:53,1566033473,"@  She's Sick, There isn't a safe seat anywhere in Great Britain for this Traitor. And she certainly won't be welcome at home.  I strongly recommend she emigrates to Europe before it's too Late.  She can Join her ex compatriot Dominic Grieve in France and live Happily ever after.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">@  She's Sick, There isn't a safe seat anywhere in Great Britain for this Traitor. And she certainly won't be welcome at home.  I strongly recommend she emigrates to Europe before it's too Late.  She can Join her ex compatriot <strong>Dominic Grieve</strong> in France and live Happily ever after.</p>",[],[],False,[],,1,0,0,False,True,1.162393567492526e+18,"[{'screen_name': 'katcashmeade', 'user_id': '803276103829876737'}, {'screen_name': 'nickclarkeleave', 'user_id': '18306628'}]",neither,08
2,8201,8201,Mr_P_Panther,The Pink Panther,944224944170430464,1179437737029574656,/Mr_P_Panther/status/1179437737029574656,2019-10-02 16:47:24,1570034844,"Can you explain to everyone that when MPs receive death threats, #democracy is threatened

Boris' message seems to be ""do as I say and you wonÃ¢ÂÂt be subject to death threatsÃ¢ÂÂ. That's the impact of Boris words,  says Dominic Grieve
#ObeyTheLaw #BrexitChaoshttps://twitter.com/itvpeston/status/1176980299051233285ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Can you explain to everyone that when MPs receive death threats, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/democracy?src=hash""><s>#</s><b>democracy</b></a> is threatened

Boris' message seems to be ""do as I say and you wonÃ¢ÂÂt be subject to death threatsÃ¢ÂÂ. That's the impact of Boris words,  says <strong>Dominic Grieve</strong>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ObeyTheLaw?src=hash""><s>#</s><b>ObeyTheLaw</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BrexitChaos?src=hash""><s>#</s><b>BrexitChaos</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/itvpeston/status/1176980299051233285"" dir=""ltr"" href=""https://t.co/7eiDu4TPu1"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/itvpeston/status/1176980299051233285""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/itvpeston/stat</span><span class=""invisible"">us/1176980299051233285</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/itvpeston/status/1176980299051233285'],"['democracy', 'ObeyTheLaw', 'BrexitChaoshttps']",False,[],,0,0,0,False,True,1.1794309316078182e+18,"[{'screen_name': 'Jacob_Rees_Mogg', 'user_id': '885838630928994304'}]",neither,10
3,4562,4562,JeanneBartram,Spider woman Ã°ÂÂÂ·Ã¯Â¸Â #RevokeA50,555337622,1189669117797777410,/JeanneBartram/status/1189669117797777410,2019-10-30 22:23:15,1572474195,"No 7 Never not this ERG Party!  If it were Dominic Grieve and the likes of Ken Clark that might be a different story depending on policy & what the alternative was. 

I will now never vote Labour either - not after Corbyn and the Remain betrayal 

2019 I won't vote for Con/Lab","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No 7 Never not this ERG Party!  If it were <strong>Dominic Grieve</strong> and the likes of Ken Clark that might be a different story depending on policy &amp; what the alternative was. 

I will now never vote Labour either - not after Corbyn and the Remain betrayal 

2019 I won't vote for Con/Lab</p>",[],[],False,[],,0,0,0,False,True,1.1894602620484567e+18,"[{'screen_name': 'johndante', 'user_id': '27517325'}, {'screen_name': 'sturdyAlex', 'user_id': '42371615'}]",neither,10
4,8161,8161,DeannaNolan17,Deanna Nolan,1145426486905712650,1179471663311798273,/DeannaNolan17/status/1179471663311798273,2019-10-02 19:02:12,1570042932,"This man Dominic Grieve, is an absolute disgrace to his constituents, his party and the country, hopefully at the next elections he will be sent home and out of Parliament with his tail between his legs. https://twitter.com/Stop_The_EU/status/1179020689661186048ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This man <strong>Dominic Grieve</strong>, is an absolute disgrace to his constituents, his party and the country, hopefully at the next elections he will be sent home and out of Parliament with his tail between his legs. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Stop_The_EU/status/1179020689661186048"" dir=""ltr"" href=""https://t.co/7bRSJZh7yv"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Stop_The_EU/status/1179020689661186048""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Stop_The_EU/st</span><span class=""invisible"">atus/1179020689661186048</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/Stop_The_EU/status/1179020689661186048'],[],False,[],,2,3,0,False,False,,[],neither,10
5,3132,3132,mannintheknow,Kenton Mann,201299391,1159499235097812993,/mannintheknow/status/1159499235097812993,2019-08-08 16:18:54,1565281134,Taking over the flip flops. Loony left with the @NicolaSturgeon a formidable force of losers. Dominic Grieve and @RoryStewartUK waving the European flap adopted by the EU trading organisation.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Taking over the flip flops. Loony left with the <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""160952087"" dir=""ltr"" href=""/NicolaSturgeon""><s>@</s><b>NicolaSturgeon</b></a> a formidable force of losers. <strong>Dominic Grieve</strong> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""131926473"" dir=""ltr"" href=""/RoryStewartUK""><s>@</s><b>RoryStewartUK</b></a> waving the European flap adopted by the EU trading organisation.</p>",[],[],False,[],,2,1,0,False,True,1.1594738440312955e+18,"[{'screen_name': 'BrexitBetrayed', 'user_id': '1106193729235402753'}]",neither,08
6,8709,8709,Shamils18,"Shamil Esq, GTTO, BREMAIN, Labour",321973819,1185963759396933632,/Shamils18/status/1185963759396933632,2019-10-20 16:59:29,1571590769,"Ken Clarke, Dominic Grieve, Bebo Geto and a few others said they would vote for a Corbyn led caretaker Govt to stop a No Deal Hard Brexit.
Margaret Beckett is not a leader, just a back bencher and ardent Remainer.
We need someone as Corbyn who can unite both Remainers & Leavers.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Ken Clarke, <strong>Dominic Grieve</strong>, Bebo Geto and a few others said they would vote for a Corbyn led caretaker Govt to stop a No Deal Hard Brexit.
Margaret Beckett is not a leader, just a back bencher and ardent Remainer.
We need someone as Corbyn who can unite both Remainers &amp; Leavers.</p>",[],[],False,[],,1,0,0,False,True,1.1859068863752847e+18,"[{'screen_name': 'ScepticG', 'user_id': '472773839'}, {'screen_name': 'twobanksoffour2', 'user_id': '25355067'}]",neither,10
7,5736,5736,paddydugganj,Paddy Duggan,1154675727050129408,1182392348476674061,/paddydugganj/status/1182392348476674061,2019-10-10 20:27:58,1570739278,"All the evidence is that Bojo is not to be trusted! Dominic Grieve said he is a ""pathological liar""! Worried about this bilateral business, thought Brexit was between EU 27 and UK! Hope there isn't uisce faoi thalamh stuff going on! Treaty negotiations come to mind! https://twitter.com/Michael_O_Regan/status/1182378466831929345ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">All the evidence is that Bojo is not to be trusted! <strong>Dominic Grieve</strong> said he is a ""pathological liar""! Worried about this bilateral business, thought Brexit was between EU 27 and UK! Hope there isn't uisce faoi thalamh stuff going on! Treaty negotiations come to mind! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Michael_O_Regan/status/1182378466831929345"" dir=""ltr"" href=""https://t.co/PdwrXczNQn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Michael_O_Regan/status/1182378466831929345""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Michael_O_Rega</span><span class=""invisible"">n/status/1182378466831929345</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/Michael_O_Regan/status/1182378466831929345'],[],False,[],,0,0,0,False,False,,[],neither,10
8,9774,9774,Samanth67258331,Ã°ÂÂÂ¸,2960299055,1165511160831107072,/Samanth67258331/status/1165511160831107072,2019-08-25 06:28:09,1566714489,Dominic Grieve saying if Boris Johnson seeks to circumvent parliament it shows contempt for the House of Commons and is in total bad faith. Oh the complete hypocrisy of this awful and arrogant man.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Dominic Grieve</strong> saying if Boris Johnson seeks to circumvent parliament it shows contempt for the House of Commons and is in total bad faith. Oh the complete hypocrisy of this awful and arrogant man.</p>",[],[],False,[],,1,0,0,False,True,1.165359937263952e+18,"[{'screen_name': 'GuardianHeather', 'user_id': '27915105'}, {'screen_name': 'MichaelPDeacon', 'user_id': '506486097'}, {'screen_name': 'tobyhelm', 'user_id': '44579763'}]",neither,08
9,6502,6502,Sandy1one,Carolyn #BritishIndependence,522533149,1144851868205703168,/Sandy1one/status/1144851868205703168,2019-06-29 06:15:30,1561788930,"You donÃ¢ÂÂt have the confidence of Tory voters who see you and the likes of Dominic Grieve as untrustworthy. You would rather bring down your own government than have no deal, thatÃ¢ÂÂs not acceptable, but know this the ToryÃ¢ÂÂs will be finished if they donÃ¢ÂÂt deliver brexit .","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You donÃ¢ÂÂt have the confidence of Tory voters who see you and the likes of <strong>Dominic Grieve</strong> as untrustworthy. You would rather bring down your own government than have no deal, thatÃ¢ÂÂs not acceptable, but know this the ToryÃ¢ÂÂs will be finished if they donÃ¢ÂÂt deliver brexit .</p>",[],[],False,[],,4,1,1,True,True,1.1447040703489228e+18,"[{'screen_name': 'DavidGauke', 'user_id': '2230539338'}]",neither,06
