,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month,negativewords,positivewords
10,10,23,23,pondlifetwit,pondlife twit Ã°ÂÂÂ¶,321417084,1149580277158572032,/pondlifetwit/status/1149580277158572032,2019-07-12 07:24:30,1562916270,She's done a Nicky Morgan!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">She's done a <strong>Nicky Morgan</strong>!</p>",[],[],False,[],,0,0,0,False,True,1.1495771948693668e+18,"[{'screen_name': 'ThatTimWalker', 'user_id': '60606206'}]",neither,7,0,0
11,11,681,681,p2pmoneyshop,P2Pmoneyshop.com,1270123698,1164121219718885377,/p2pmoneyshop/status/1164121219718885377,2019-08-21 10:25:01,1566383101,#Dealroom #DigitalEconomyCouncil #NickyMorgan http://www.p2pfinancenews.co.uk/2019/08/21/uk-tech-firms-attract-record-5-5bn-in-foreign-investment/ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Dealroom?src=hash""><s>#</s><b>Dealroom</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DigitalEconomyCouncil?src=hash""><s>#</s><b>DigitalEconomyCouncil</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NickyMorgan?src=hash""><s>#</s><b><strong>NickyMorgan</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://www.p2pfinancenews.co.uk/2019/08/21/uk-tech-firms-attract-record-5-5bn-in-foreign-investment/"" dir=""ltr"" href=""https://t.co/VskfxaMIYs"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.p2pfinancenews.co.uk/2019/08/21/uk-tech-firms-attract-record-5-5bn-in-foreign-investment/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">p2pfinancenews.co.uk/2019/08/21/uk-</span><span class=""invisible"">tech-firms-attract-record-5-5bn-in-foreign-investment/</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['http://www.p2pfinancenews.co.uk/2019/08/21/uk-tech-firms-attract-record-5-5bn-in-foreign-investment/'],"['Dealroom', 'DigitalEconomyCouncil', 'NickyMorgan']",False,[],,0,0,0,False,False,,[],neither,8,0,0
12,12,2689,2689,MrJack_ONeill,Jack O'Neill,725956897,1179414236621135879,/MrJack_ONeill/status/1179414236621135879,2019-10-02 15:14:01,1570029241,Unbelievable that Matt Hancock and Nicky Morgan managed to squeeze into this photo considering their lack of a backbone https://twitter.com/sajidjavid/status/1179343375436255233ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Unbelievable that Matt Hancock and <strong>Nicky Morgan</strong> managed to squeeze into this photo considering their lack of a backbone <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/sajidjavid/status/1179343375436255233"" dir=""ltr"" href=""https://t.co/2Q1XxxqIGb"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/sajidjavid/status/1179343375436255233""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/sajidjavid/sta</span><span class=""invisible"">tus/1179343375436255233</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/sajidjavid/status/1179343375436255233'],[],False,[],,4,1,0,False,False,,[],neither,10,1,0
13,13,5886,5886,markofbattersea,Mark,1602913207,1172927278969511938,/markofbattersea/status/1172927278969511938,2019-09-14 17:37:09,1568482629,"#c4news
Nicky Morgan, the hypocrite deluxe.
pic.twitter.com/euVK8tstQt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""nl""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/c4news?src=hash""><s>#</s><b>c4news</b></a>
<strong>Nicky Morgan</strong>, the hypocrite deluxe.
<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/euVK8tstQt"">pic.twitter.com/euVK8tstQt</a></p>",[],['c4news'],True,['https://pbs.twimg.com/media/EEFETfaWsAIbu-3.jpg'],,2,0,0,False,False,,[],neither,9,0,0
14,14,1042,1042,neurosocialself,neuro.social.self,3004840675,1126344418896670720,/neurosocialself/status/1126344418896670720,2019-05-09 04:33:30,1557376410,"UK: The equality puzzle : 7% CEOs are women, 32% MPs are | Will things even out in time? Or is there more to understand? | HTLGIF discussion with Nicky Morgan, Helen Lewis, Grace Blakely https://howthelightgetsin.org/hay/events/the-equality-puzzle-5107ÃÂ Ã¢ÂÂ¦pic.twitter.com/tNUIXOiUNY","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">UK: The equality puzzle : 7% CEOs are women, 32% MPs are | Will things even out in time? Or is there more to understand? | HTLGIF discussion with <strong>Nicky Morgan</strong>, Helen Lewis, Grace Blakely <a class=""twitter-timeline-link"" data-expanded-url=""https://howthelightgetsin.org/hay/events/the-equality-puzzle-5107"" dir=""ltr"" href=""https://t.co/NnNO1Tu9BG"" rel=""nofollow noopener"" target=""_blank"" title=""https://howthelightgetsin.org/hay/events/the-equality-puzzle-5107""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">howthelightgetsin.org/hay/events/the</span><span class=""invisible"">-equality-puzzle-5107</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tNUIXOiUNY"">pic.twitter.com/tNUIXOiUNY</a></p>",['https://howthelightgetsin.org/hay/events/the-equality-puzzle-5107'],[],True,['https://pbs.twimg.com/media/D6GUQ08UwAALsPr.jpg'],,0,0,0,False,False,,[],neither,5,0,1
15,15,2410,2410,MyNation,MyNation,1012747092475940864,1169162091418152960,/MyNation/status/1169162091418152960,2019-09-04 08:15:39,1567584939,"'I am writing to seek your personal intervention to get the sport of shooting included in the Commonwealth Games, 2022 scheduled to be held in Birmingham, UK,' Kiren Rijiju @KirenRijiju  wrote in his letter to Nicky Morgan
https://www.mynation.com/other-sports/2022-birmingham-commonwealth-games-kiren-rijiju-writes-uk-secretary-sport-shooting-inclusion-pxas28ÃÂ Ã¢ÂÂ¦ #sports","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">'I am writing to seek your personal intervention to get the sport of shooting included in the Commonwealth Games, 2022 scheduled to be held in Birmingham, UK,' Kiren Rijiju <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3241214268"" dir=""ltr"" href=""/KirenRijiju""><s>@</s><b>KirenRijiju</b></a>  wrote in his letter to <strong>Nicky Morgan</strong>
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.mynation.com/other-sports/2022-birmingham-commonwealth-games-kiren-rijiju-writes-uk-secretary-sport-shooting-inclusion-pxas28"" dir=""ltr"" href=""https://t.co/Vla37zaTx6"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.mynation.com/other-sports/2022-birmingham-commonwealth-games-kiren-rijiju-writes-uk-secretary-sport-shooting-inclusion-pxas28""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">mynation.com/other-sports/2</span><span class=""invisible"">022-birmingham-commonwealth-games-kiren-rijiju-writes-uk-secretary-sport-shooting-inclusion-pxas28</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/sports?src=hash""><s>#</s><b>sports</b></a></p>",['https://www.mynation.com/other-sports/2022-birmingham-commonwealth-games-kiren-rijiju-writes-uk-secretary-sport-shooting-inclusion-pxas28'],['sports'],False,[],,3,1,0,False,False,,[],neither,9,1,0
16,16,156,156,Lorimer_7,Dan Waller,1144323742941757446,1161296751866851328,/Lorimer_7/status/1161296751866851328,2019-08-13 15:21:36,1565709696,"She and others like Nicky Morgan are complete sell outs. They know that a no deal will cause generational damage to our economy but a cabinet post is apparently more important. Plus Ms Rudd will continue with the rollout of Universal Credit, Work Capability Assessments etc etc","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">She and others like <strong>Nicky Morgan</strong> are complete sell outs. They know that a no deal will cause generational damage to our economy but a cabinet post is apparently more important. Plus Ms Rudd will continue with the rollout of Universal Credit, Work Capability Assessments etc etc</p>",[],[],False,[],,1,0,0,False,True,1.1612788149215928e+18,"[{'screen_name': 'SkyNews', 'user_id': '7587032'}]",neither,8,0,4
17,17,208,208,michaelsavage,Michael Savage,15249629,1159822559841591296,/michaelsavage/status/1159822559841591296,2019-08-09 13:43:41,1565358221,"Nicky Morgan's special adviser Ã¢ÂÂblockedÃ¢ÂÂ by Downing Street 

https://schoolsweek.co.uk/luke-tryl-special-adviser-appointment-blocked-downing-street-dominic-cummings/ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong>'s special adviser Ã¢ÂÂblockedÃ¢ÂÂ by Downing Street 

<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://schoolsweek.co.uk/luke-tryl-special-adviser-appointment-blocked-downing-street-dominic-cummings/"" dir=""ltr"" href=""https://t.co/qpNIgwkOpG"" rel=""nofollow noopener"" target=""_blank"" title=""https://schoolsweek.co.uk/luke-tryl-special-adviser-appointment-blocked-downing-street-dominic-cummings/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">schoolsweek.co.uk/luke-tryl-spec</span><span class=""invisible"">ial-adviser-appointment-blocked-downing-street-dominic-cummings/</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://schoolsweek.co.uk/luke-tryl-special-adviser-appointment-blocked-downing-street-dominic-cummings/'],[],False,[],,2,0,1,True,False,,[],neither,8,0,2
18,18,5800,5800,PaulJHenshaw,Paul Justin Henshaw,839112090430410754,1172971506453925888,/PaulJHenshaw/status/1172971506453925888,2019-09-14 20:32:54,1568493174,"Whatever I answered to this would be outdated by some Tory MP next week...

...Nicky Morgan made a very strong shout at the title today, but IÃ¢ÂÂm sure next week the ante will be upped again!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Whatever I answered to this would be outdated by some Tory MP next week...

...<strong>Nicky Morgan</strong> made a very strong shout at the title today, but IÃ¢ÂÂm sure next week the ante will be upped again!</p>",[],[],False,[],,0,0,0,False,True,1.1729687088028426e+18,"[{'screen_name': 'Dutchwouter777', 'user_id': '4884814474'}]",neither,9,1,3
19,19,1695,1695,DaveJH4,David J Hughes,935227844258656257,1139654195940921345,/DaveJH4/status/1139654195940921345,2019-06-14 22:01:48,1560549708,"Nicky Morgan gives a shit what the members think...shocker !!! 

Seems like this is the Remainers desperate last stand... https://twitter.com/NickyMorgan01/status/1139645824349200395ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><strong>Nicky Morgan</strong> gives a shit what the members think...shocker !!! 

Seems like this is the Remainers desperate last stand... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NickyMorgan01/status/1139645824349200395"" dir=""ltr"" href=""https://t.co/9zNhSyhGVS"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NickyMorgan01/status/1139645824349200395""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NickyMorgan01/</span><span class=""invisible"">status/1139645824349200395</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/NickyMorgan01/status/1139645824349200395'],[],False,[],,0,0,0,False,False,,[],offensive_language,6,2,0
20,20,4503,4503,SankeyTerry,Terry Sankey,1000205792,1180976051087908864,/SankeyTerry/status/1180976051087908864,2019-10-06 22:40:06,1570401606,Any integrity that Nicky Morgan might have once had has long since gone unless she is blind and stupid.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any integrity that <strong>Nicky Morgan</strong> might have once had has long since gone unless she is blind and stupid.</p>",[],[],False,[],,1,0,0,False,True,1.180752262345433e+18,"[{'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",neither,10,3,0
