,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month
115,115,4489,4489,YesYes2Yes,YesYes&Yes,841375509699268610,1181111280532443137,/YesYes2Yes/status/1181111280532443137,2019-10-07 07:37:27,1570433847,Is #NickyMorgan for real? Or is this a spoof twitter account?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Is <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NickyMorgan?src=hash""><s>#</s><b><strong>NickyMorgan</strong></b></a> for real? Or is this a spoof twitter account?</p>",[],['NickyMorgan'],False,[],,0,0,0,False,True,1.180752262345433e+18,"[{'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",offensive_language,10
118,118,2893,2893,nevetssnilloc,steve collins,2862803368,1178969857272025089,/nevetssnilloc/status/1178969857272025089,2019-10-01 09:48:12,1569923292,Nicky Morgan spaffing her integrity up the wall on Newsnight in order to keep her cabinet position,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> spaffing her integrity up the wall on Newsnight in order to keep her cabinet position</p>",[],[],False,[],,0,0,0,False,False,,[],offensive_language,10
135,135,2922,2922,67Snowy,Paul Snowdon,1439692628,1178955412307169280,/67Snowy/status/1178955412307169280,2019-10-01 08:50:48,1569919848,SheÃ¢ÂÂs sold her soul. If she ever had one to begin with... #newsnight #NickyMorgan https://twitter.com/chunkymark/status/1178912804230881280ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">SheÃ¢ÂÂs sold her soul. If she ever had one to begin with... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/newsnight?src=hash""><s>#</s><b>newsnight</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NickyMorgan?src=hash""><s>#</s><b><strong>NickyMorgan</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/chunkymark/status/1178912804230881280"" dir=""ltr"" href=""https://t.co/pxUnLonaKS"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/chunkymark/status/1178912804230881280""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/chunkymark/sta</span><span class=""invisible"">tus/1178912804230881280</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/chunkymark/status/1178912804230881280'],"['newsnight', 'NickyMorgan']",False,[],,7,7,1,True,False,,[],offensive_language,10
191,191,5289,5289,richardyjones,Richard Edward Jones,3249563804,1175918925038718976,/richardyjones/status/1175918925038718976,2019-09-22 23:44:53,1569195893,"All though that you're wondering how Nicky Morgan, given all the juicy VT she's given this doc, can possibly handle it when she has to look in that particular camera and explain why she's in Johnson's cabinet.

Then you get to that bit and it's ""because I like Hamilton.""","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">All though that you're wondering how <strong>Nicky Morgan</strong>, given all the juicy VT she's given this doc, can possibly handle it when she has to look in that particular camera and explain why she's in Johnson's cabinet.

Then you get to that bit and it's ""because I like Hamilton.""</p>",[],[],False,[],,2,0,0,False,False,,[],offensive_language,9
233,233,2083,2083,Box_Boy99,Box Boy,1044830689307373568,1136751086692458497,/Box_Boy99/status/1136751086692458497,2019-06-06 21:45:53,1559857553,"Nicky Morgan looks like she was painted by Picasso

#bbcqtpic.twitter.com/dy46gD7Nvw","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> looks like she was painted by Picasso

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/bbcqt?src=hash""><s>#</s><b>bbcqt</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dy46gD7Nvw"">pic.twitter.com/dy46gD7Nvw</a></p>",[],['bbcqtpic'],True,['https://pbs.twimg.com/media/D8aNFdgXoAEqr9R.jpg'],,5,0,3,True,False,,[],offensive_language,6
263,263,599,599,theparkerilla,Gordon  Office,144959921,1165314749640380417,/theparkerilla/status/1165314749640380417,2019-08-24 17:27:41,1566667661,"Nicky Morgan, well  Well she knows where her breads buttered.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong>, well  Well she knows where her breads buttered.</p>",[],[],False,[],,0,0,0,False,True,1.1651528640560906e+18,"[{'screen_name': 'BorisJohnson', 'user_id': '3131144855'}]",offensive_language,8
284,284,3262,3262,RawdonCrozier,Rawdon Crozier,136243590,1189675511464767488,/RawdonCrozier/status/1189675511464767488,2019-10-30 22:48:39,1572475719,Could you please give the source of that understanding? There obviously will have been a source and had it been Nicky Morgan herself one suspects you would have quoted her directly. So: who told you it was nothing to do with the direction of travel of the government? https://twitter.com/bbclaurak/status/1189631613660995584ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Could you please give the source of that understanding? There obviously will have been a source and had it been <strong>Nicky Morgan</strong> herself one suspects you would have quoted her directly. So: who told you it was nothing to do with the direction of travel of the government? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/bbclaurak/status/1189631613660995584"" dir=""ltr"" href=""https://t.co/fCDeNLWQWn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/bbclaurak/status/1189631613660995584""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/bbclaurak/stat</span><span class=""invisible"">us/1189631613660995584</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/bbclaurak/status/1189631613660995584'],[],False,[],,3,3,1,True,False,,[],offensive_language,10
313,313,4630,4630,BagladyM,Maureen Grayson Ã°ÂÂÂ·#FBPE #StopBrexit #StopTheCoup,1401834032,1180720343293550592,/BagladyM/status/1180720343293550592,2019-10-06 05:44:01,1570340641,"@UKLabour needs Nicky Morgan like a hole in the head. She appears hell bent on doing anything she can to maintain party divisions and to thumb her nose at the #Remain supporting membership. If she is so willing to enable #Brexit, she should join the Tories. Good bye!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14291684"" dir=""ltr"" href=""/UKLabour""><s>@</s><b>UKLabour</b></a> needs <strong>Nicky Morgan</strong> like a hole in the head. She appears hell bent on doing anything she can to maintain party divisions and to thumb her nose at the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Remain?src=hash""><s>#</s><b>Remain</b></a> supporting membership. If she is so willing to enable <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Brexit?src=hash""><s>#</s><b>Brexit</b></a>, she should join the Tories. Good bye!<img alt=""Ã°ÂÂÂ "" aria-label=""Emoji: Angry face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f620.png"" title=""Angry face""/><img alt=""Ã°ÂÂÂ·Ã¯Â¸Â"" aria-label=""Emoji: Spider"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f577.png"" title=""Spider""/><img alt=""Ã°ÂÂÂ¹"" aria-label=""Emoji: Rose"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f339.png"" title=""Rose""/><img alt=""Ã°ÂÂÂ¬Ã°ÂÂÂ§"" aria-label=""Emoji: Flag of United Kingdom"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ec-1f1e7.png"" title=""Flag of United Kingdom""/><img alt=""Ã°ÂÂÂªÃ°ÂÂÂº"" aria-label=""Emoji: Flag of European Union"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ea-1f1fa.png"" title=""Flag of European Union""/></p>",[],"['Remain', 'Brexit']",False,[],,0,0,0,False,True,1.180589611208233e+18,"[{'screen_name': 'Labour4EU', 'user_id': '822109696232394753'}, {'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",offensive_language,10
326,326,4236,4236,gpratt21,Graham Pratt,254739924,1182357822320922627,/gpratt21/status/1182357822320922627,2019-10-10 18:10:46,1570731046,OMG - thatÃ¢ÂÂs it. Nicky Morgan has lost all integrity now sheÃ¢ÂÂs tweeting this shit out,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">OMG - thatÃ¢ÂÂs it. <strong>Nicky Morgan</strong> has lost all integrity now sheÃ¢ÂÂs tweeting this shit out</p>",[],[],False,[],,0,0,0,False,True,1.1823453800145592e+18,"[{'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",offensive_language,10
344,344,6065,6065,LondonEconomic,The London Economic,1593295976,1172865169711665152,/LondonEconomic/status/1172865169711665152,2019-09-14 13:30:21,1568467821,"Labour MP David Lammy accused Nicky Morgan of putting Ã¢ÂÂher own career progression before her conscience, constituents and country.Ã¢ÂÂ https://www.thelondoneconomic.com/politics/nicky-morgan-admits-she-would-vote-remain-if-her-government-allowed-another-referendum/14/09/#.XXzrVpgjU2s.twitterÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Labour MP David Lammy accused <strong>Nicky Morgan</strong> of putting Ã¢ÂÂher own career progression before her conscience, constituents and country.Ã¢ÂÂ <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.thelondoneconomic.com/politics/nicky-morgan-admits-she-would-vote-remain-if-her-government-allowed-another-referendum/14/09/#.XXzrVpgjU2s.twitter"" dir=""ltr"" href=""https://t.co/jQH2g8GmxG"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.thelondoneconomic.com/politics/nicky-morgan-admits-she-would-vote-remain-if-her-government-allowed-another-referendum/14/09/#.XXzrVpgjU2s.twitter""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">thelondoneconomic.com/politics/nicky</span><span class=""invisible"">-morgan-admits-she-would-vote-remain-if-her-government-allowed-another-referendum/14/09/#.XXzrVpgjU2s.twitter</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.thelondoneconomic.com/politics/nicky-morgan-admits-she-would-vote-remain-if-her-government-allowed-another-referendum/14/09/#.XXzrVpgjU2s.twitter'],[],False,[],,0,0,0,False,False,,[],offensive_language,9
347,347,683,683,peterpalmer901,Peter Palmer,120440963,1164108484167819264,/peterpalmer901/status/1164108484167819264,2019-08-21 09:34:25,1566380065,"Nicky Morgan has shown herself to be a politician devoid of principles, who put her miserable career before her country. Shame on her. She has no credibility any more.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> has shown herself to be a politician devoid of principles, who put her miserable career before her country. Shame on her. She has no credibility any more.</p>",[],[],False,[],,3,0,0,False,True,1.1640883516680356e+18,"[{'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",offensive_language,8
358,358,1973,1973,DavidL1980,DaveL80,1126574281452863488,1136759768687751168,/DavidL1980/status/1136759768687751168,2019-06-06 22:20:23,1559859623,Nicky Morgan has got a canny schnozz on her #bbcqt,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> has got a canny schnozz on her <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/bbcqt?src=hash""><s>#</s><b>bbcqt</b></a></p>",[],['bbcqt'],False,[],,2,0,1,True,False,,[],offensive_language,6
362,362,764,764,geoffreyMyers1,Geoffrey Myers,375773220,1152539025183510528,/geoffreyMyers1/status/1152539025183510528,2019-07-20 11:21:31,1563621691,It is clear #NickyMorgan will have to work hard to build trust It is also true she has for some time been gradually moving away from her previous position  the question is can she be trusted now ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It is clear <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NickyMorgan?src=hash""><s>#</s><b><strong>NickyMorgan</strong></b></a> will have to work hard to build trust <img alt=""Ã°ÂÂÂ®"" aria-label=""Emoji: Face with open mouth"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62e.png"" title=""Face with open mouth""/>It is also true she has for some time been gradually moving away from her previous position  the question is can she be trusted now <img alt=""Ã¢ÂÂ"" aria-label=""Emoji: Red question mark ornament"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2753.png"" title=""Red question mark ornament""/></p>",[],['NickyMorgan'],False,[],,6,2,2,True,True,1.1525362845498e+18,"[{'screen_name': 'OTVDesk', 'user_id': '884278026191552512'}, {'screen_name': 'NickyMorgan01', 'user_id': '34940114'}, {'screen_name': 'BorisJohnson', 'user_id': '3131144855'}]",offensive_language,7
384,384,2847,2847,george19a,CGS # FBPE,34254087,1179011218687832065,/george19a/status/1179011218687832065,2019-10-01 12:32:34,1569933154,"No doubt a promise made to Nicky Morgan when she sold her soul & abandoned her integrity to join this rogue government, only to find out the hard way that Johnson's promises are meaningless & her 4236 majority in Loughborough faces the scrutiny of 20k students.  https://twitter.com/TheNewEuropean/status/1178792890568450048ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">No doubt a promise made to <strong>Nicky Morgan</strong> when she sold her soul &amp; abandoned her integrity to join this rogue government, only to find out the hard way that Johnson's promises are meaningless &amp; her 4236 majority in Loughborough faces the scrutiny of 20k students. <img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂ¤Â£"" aria-label=""Emoji: Rolling on the floor laughing"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Rolling on the floor laughing""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂ¤Â£"" aria-label=""Emoji: Rolling on the floor laughing"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Rolling on the floor laughing""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Smiling face with sunglasses"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Smiling face with sunglasses""/> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TheNewEuropean/status/1178792890568450048"" dir=""ltr"" href=""https://t.co/rB8v6rMjQ3"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TheNewEuropean/status/1178792890568450048""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TheNewEuropean</span><span class=""invisible"">/status/1178792890568450048</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/TheNewEuropean/status/1178792890568450048'],[],False,[],,7,5,0,False,False,,[],offensive_language,10
385,385,1443,1443,RJMrgn,Conrad Nightsocks,26509766,1132237402343378945,/RJMrgn/status/1132237402343378945,2019-05-25 10:50:07,1558781407,"Although I feel I should add that when he was replaced as ES by Nicky Morgan, I was told Ã¢ÂÂshe makes Gove look like a fucking genius by comparisonÃ¢ÂÂ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Although I feel I should add that when he was replaced as ES by <strong>Nicky Morgan</strong>, I was told Ã¢ÂÂshe makes Gove look like a fucking genius by comparisonÃ¢ÂÂ</p>",[],[],False,[],,0,0,0,False,True,1.1322163566261412e+18,"[{'screen_name': 'RJMrgn', 'user_id': '26509766'}, {'screen_name': 'Mc_Heckin_Duff', 'user_id': '165836121'}]",offensive_language,5
411,411,2864,2864,goldfinchgazer,Sarah Parks,19438133,1178988864024842240,/goldfinchgazer/status/1178988864024842240,2019-10-01 11:03:44,1569927824,"Ã¢ÂÂI will believe lies, and even tell them, in order to survive the hell IÃ¢ÂÂm now in.Ã¢ÂÂ Or something like that.
Nicky Morgan on #newsnight.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Ã¢ÂÂI will believe lies, and even tell them, in order to survive the hell IÃ¢ÂÂm now in.Ã¢ÂÂ Or something like that.
<strong>Nicky Morgan</strong> on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/newsnight?src=hash""><s>#</s><b>newsnight</b></a>.</p>",[],['newsnight'],False,[],,1,0,0,False,False,,[],offensive_language,10
